Category,Item,Serving Size,Weight (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Meat,Pepperoni Lover's® 6" Personal Pan Pizza®,1 pizza,215,710,33,12,0.5,55,910,72,4,2,32,2,2,30,160
Meat,Pepperoni Lover's® 9" Small Pan,1 slice = 1/6 pizza,69,230,11,4,0.2,20,320,22,1,1,11,2,2,10,45
Meat,Pepperoni Lover's® 12" Medium Pan,1 slice = 1/8 pizza,95,310,15,6,0.3,30,440,30,2,1,15,2,2,15,60
Meat,Pepperoni Lover's® 14" Large Pan,1 slice = 1/12 pizza,89,290,14,5,0.2,25,410,27,1,1,14,2,2,15,60
Meat,Pepperoni Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,76,280,12,5,0.3,30,550,27,1,1,14,2,2,15,15
Meat,Pepperoni Lover's® 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,71,260,12,5,0.3,25,520,25,1,1,13,2,2,15,15
Meat,Pepperoni Lover's® 12" Medium Stuffed Crust,1 slice = 1/8 pizza,110,320,16,8,0.4,45,610,25,1,1,20,6,4,25,15
Meat,Pepperoni Lover's® 14" Large Stuffed Crust,1 slice = 1/12 pizza,99,280,14,7,0.4,40,540,21,1,1,18,6,4,25,10
Meat,Pepperoni Lover's® 12" Medium Homestyle,1 slice = 1/8 pizza,91,270,13,6,0.3,30,480,25,1,1,14,2,4,15,15
Meat,Pepperoni Lover's® 14" Large Homestyle,1 slice = 1/12 pizza,84,240,12,5,0.3,25,430,21,1,1,13,2,4,15,10
Meat,Pepperoni Lover's® Panormous,1 slice = 1/16 pizza,107,310,15,5,0.2,25,430,30,2,1,14,2,2,15,60
Meat,Meat Lover's® 6" Personal Pan Pizza®,1 pizza,225,710,33,11,0.4,70,1080,73,4,3,33,2,2,25,160
Meat,Meat Lover's® 9" Small Pan,1 slice = 1/6 pizza,74,230,11,4,0.1,25,360,22,1,1,11,2,2,8,50
Meat,Meat Lover's® 12" Medium Pan,1 slice = 1/8 pizza,102,320,15,5,0.2,35,500,30,2,1,15,2,2,10,60
Meat,Meat Lover's® 14" Large Pan,1 slice = 1/12 pizza,96,300,15,5,0.2,35,470,28,2,1,14,2,2,10,60
Meat,Meat Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,83,280,13,5,0.2,35,610,28,2,1,15,2,2,10,20
Meat,Meat Lover's® 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,79,270,12,5,0.2,35,580,26,2,1,14,2,2,10,15
Meat,Meat Lover's® 12" Medium Stuffed Crust,1 slice = 1/8 pizza,116,320,16,7,0.3,50,660,25,1,1,20,6,4,25,15
Meat,Meat Lover's® 14" Large Stuffed Crust,1 slice = 1/12 pizza,107,290,15,7,0.3,45,600,22,1,1,18,6,4,20,15
Meat,Meat Lover's® 12" Medium Homestyle,1 slice = 1/8 pizza,98,280,13,5,0.3,35,530,25,1,1,15,2,4,10,15
Meat,Meat Lover's® 14" Large Homestyle,1 slice = 1/12 pizza,92,250,12,5,0.2,35,490,22,1,1,14,2,4,10,15
Meat,Meat Lover's® Panormous,1 slice = 1/16 pizza,114,310,15,5,0.2,35,480,30,2,1,15,2,2,10,60
Meat,Smokey Maple Bacon 6" Personal Pan Pizza®,1 pizza,210,570,23,6,0.2,35,770,70,3,2,22,2,2,15,150
Meat,Smokey Maple Bacon 9" Small Pan,1 slice = 1/6 pizza,69,180,8,2,0.1,10,260,21,1,1,7,0,0,4,45
Meat,Smokey Maple Bacon 12" Medium Pan,1 slice = 1/8 pizza,94,240,11,3,0.1,15,350,28,1,1,10,0,0,6,60
Meat,Smokey Maple Bacon 14" Large Pan,1 slice = 1/12 pizza,88,230,10,3,0.1,15,330,26,1,1,9,2,0,6,60
Meat,Smokey Maple Bacon 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,72,210,8,3,0.1,15,460,26,1,1,9,0,0,8,15
Meat,Smokey Maple Bacon 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,69,200,8,3,0.1,15,440,24,1,1,9,2,0,8,15
Meat,Smokey Maple Bacon 12" Medium Stuffed Crust,1 slice = 1/8 pizza,109,250,11,5,0.3,30,520,23,1,0,15,6,2,20,15
Meat,Smokey Maple Bacon 14" Large Stuffed Crust,1 slice = 1/12 pizza,96,220,10,5,0.2,30,460,20,1,0,13,4,2,15,10
Meat,Smokey Maple Bacon 12" Medium Homestyle,1 slice = 1/8 pizza,90,200,8,3,0.2,15,390,23,1,0,9,0,2,8,10
Meat,Smokey Maple Bacon 14" Large Homestyle,1 slice = 1/12 pizza,80,180,8,3,0.2,15,350,20,1,0,9,2,2,8,10
Meat,Smokey Maple Bacon Panormous,1 slice = 1/16 pizza,93,240,10,3,0.1,15,350,28,1,1,9,0,0,6,60
Meat,Supreme Lover's™ 6" Personal Pan Pizza®,1 pizza,230,670,29,10,0.4,55,910,73,5,3,31,2,10,25,160
Meat,Supreme Lover's™ 9" Small Pan,1 slice = 1/6 pizza,75,220,10,4,0.2,20,320,23,2,1,10,2,4,8,50
Meat,Supreme Lover's™ 12" Medium Pan,1 slice = 1/8 pizza,104,300,14,5,0.2,30,450,30,2,1,15,2,6,10,60
Meat,Supreme Lover's™ 14" Large Pan,1 slice = 1/12 pizza,97,280,13,5,0.2,25,420,28,2,1,14,2,6,10,60
Meat,Supreme Lover's™ 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,85,260,11,5,0.2,30,560,28,2,1,14,2,6,10,20
Meat,Supreme Lover's™ 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,80,250,10,5,0.2,25,530,26,2,1,13,2,6,10,15
Meat,Supreme Lover's™ 12" Medium Stuffed Crust,1 slice = 1/8 pizza,120,310,14,7,0.4,45,620,26,2,1,20,6,8,25,15
Meat,Supreme Lover's™ 14" Large Stuffed Crust,1 slice = 1/12 pizza,108,270,13,6,0.3,40,550,22,1,1,18,6,8,20,15
Meat,Supreme Lover's™ 12" Medium Homestyle,1 slice = 1/8 pizza,101,260,11,5,0.3,30,490,26,2,1,14,2,8,15,15
Meat,Supreme Lover's™ 14" Large Homestyle,1 slice = 1/12 pizza,93,230,10,5,0.3,25,440,22,1,1,13,2,8,10,15
Meat,Supreme Lover's™ Panormous,1 slice = 1/16 pizza,118,300,13,5,0.2,25,440,30,2,1,14,2,6,10,60
Meat,Pepperoni Only 6" Personal Pan Pizza®,1 pizza,206,620,26,8,0.4,40,760,71,3,2,25,2,2,20,150
Meat,Pepperoni Only 9" Small Pan,1 slice = 1/6 pizza,61,200,9,3,0.1,15,260,22,1,1,9,0,2,8,45
Meat,Pepperoni Only 12" Medium Pan,1 slice = 1/8 pizza,85,270,12,4,0.2,20,360,29,1,1,12,2,2,10,60
Meat,Pepperoni Only 14" Large Pan,1 slice = 1/12 pizza,79,260,12,4,0.2,20,340,27,1,1,11,2,2,10,60
Meat,Pepperoni Only 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,66,240,9,4,0.2,20,470,26,1,1,11,2,0,10,15
Meat,Pepperoni Only 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,62,220,9,4,0.2,20,450,25,1,1,11,2,0,10,15
Meat,Pepperoni Only 12" Medium Stuffed Crust,1 slice = 1/8 pizza,96,260,11,6,0.3,30,480,24,1,0,16,6,4,20,15
Meat,Pepperoni Only 14" Large Stuffed Crust,1 slice = 1/12 pizza,86,230,10,5,0.3,30,430,21,1,0,14,6,2,20,10
Meat,Pepperoni Only 12" Medium Homestyle,1 slice = 1/8 pizza,81,230,10,4,0.2,20,390,24,1,1,12,2,4,10,15
Meat,Pepperoni Only 14" Large Homestyle,1 slice = 1/12 pizza,75,210,9,4,0.2,20,360,21,1,0,11,2,2,10,10
Meat,Pepperoni Only Panormous,1 slice = 1/16 pizza,83,270,12,4,0.2,20,350,29,1,1,11,2,2,10,60
Meat,Super Supreme 6" Personal Pan Pizza®,1 pizza,225,670,29,9,0.4,55,950,73,4,3,30,2,10,20,160
Meat,Super Supreme 9" Small Pan,1 slice = 1/6 pizza,74,220,10,4,0.1,20,330,22,1,1,10,2,4,8,45
Meat,Super Supreme 12" Medium Pan,1 slice = 1/8 pizza,102,300,13,5,0.2,25,450,30,2,1,14,2,6,10,60
Meat,Super Supreme 14" Large Pan,1 slice = 1/12 pizza,95,280,13,5,0.2,25,430,28,2,1,13,2,6,10,60
Meat,Super Supreme 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,83,260,10,5,0.2,25,610,28,2,2,14,2,6,10,15
Meat,Super Supreme 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,79,250,10,5,0.2,25,540,26,2,1,13,2,6,10,15
Meat,Super Supreme 12" Medium Stuffed Crust,1 slice = 1/8 pizza,116,300,14,7,0.3,40,620,26,1,1,19,6,8,25,15
Meat,Super Supreme 14" Large Stuffed Crust,1 slice = 1/12 pizza,105,270,13,6,0.3,40,550,22,1,1,17,6,8,20,15
Meat,Super Supreme 12" Medium Homestyle,1 slice = 1/8 pizza,98,260,11,5,0.3,25,490,25,1,1,13,2,8,10,15
Meat,Super Supreme 14" Large Homestyle,1 slice = 1/12 pizza,92,230,10,5,0.2,25,440,22,1,1,13,2,8,10,15
Meat,Super Supreme Panormous,1 slice = 1/16 pizza,115,290,13,5,0.2,25,440,30,2,1,13,2,6,10,60
Chicken,Chicken Lover's™ 6" Personal Pan Pizza®,1 pizza,221,580,21,6,0.3,35,720,73,4,3,27,2,20,20,150
Chicken,Chicken Lover's™ 9" Small Pan,1 slice = 1/6 pizza,73,190,7,2,0.1,15,250,22,1,1,9,2,8,8,45
Chicken,Chicken Lover's™ 12" Medium Pan,1 slice = 1/8 pizza,98,250,9,3,0.1,20,350,30,2,2,12,2,10,10,60
Chicken,Chicken Lover's™ 14" Large Pan,1 slice = 1/12 pizza,90,230,9,3,0.1,15,310,28,2,2,11,2,10,10,60
Chicken,Chicken Lover's™ 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,79,220,7,3,0.2,20,460,28,1,2,12,2,10,10,15
Chicken,Chicken Lover's™ 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,71,200,6,3,0.1,15,420,26,1,2,11,2,10,10,15
Chicken,Chicken Lover's™ 12" Medium Stuffed Crust,1 slice = 1/8 pizza,113,260,10,5,0.3,35,510,25,1,1,17,6,10,20,15
Chicken,Chicken Lover's™ 14" Large Stuffed Crust,1 slice = 1/12 pizza,102,230,9,5,0.3,30,440,22,1,1,15,6,10,20,10
Chicken,Chicken Lover's™ 12" Medium Homestyle,1 slice = 1/8 pizza,95,210,7,3,0.2,20,380,25,1,1,12,2,10,10,15
Chicken,Chicken Lover's™ 14" Large Homestyle,1 slice = 1/12 pizza,86,190,6,3,0.2,15,330,22,1,1,11,2,10,10,10
Chicken,Chicken Lover's™ Panormous,1 slice = 1/16 pizza,111,250,9,3,0.1,15,340,30,2,2,12,2,10,10,60
Chicken,Chicken Caesar 6" Personal Pan Pizza®,1 pizza,201,610,25,7,0.3,45,980,72,3,2,28,2,2,15,150
Chicken,Chicken Caesar 9" Small Pan,1 slice = 1/6 pizza,63,200,8,3,0.1,15,340,22,1,1,9,0,2,6,45
Chicken,Chicken Caesar 12" Medium Pan,1 slice = 1/8 pizza,86,270,11,4,0.1,25,470,29,1,1,13,0,2,8,60
Chicken,Chicken Caesar 14" Large Pan,1 slice = 1/12 pizza,82,250,10,3,0.1,20,430,27,1,1,12,0,2,8,60
Chicken,Chicken Caesar 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,68,230,8,3,0.2,25,570,27,1,1,12,0,2,8,15
Chicken,Chicken Caesar 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,64,220,8,3,0.1,20,530,25,1,1,11,0,2,8,15
Chicken,Chicken Caesar 12" Medium Stuffed Crust,1 slice = 1/8 pizza,102,270,12,5,0.3,40,620,25,1,0,17,6,2,20,15
Chicken,Chicken Caesar 14" Large Stuffed Crust,1 slice = 1/12 pizza,92,240,10,5,0.3,35,550,21,1,0,15,4,2,15,10
Chicken,Chicken Caesar 12" Medium Homestyle,1 slice = 1/8 pizza,83,220,9,3,0.2,25,490,24,1,1,12,0,2,10,15
Chicken,Chicken Caesar 14" Large Homestyle,1 slice = 1/12 pizza,77,200,8,3,0.2,20,430,21,1,0,11,0,2,8,10
Chicken,Chicken Caesar Panormous,1 slice = 1/16 pizza,100,260,11,3,0.1,20,450,29,1,1,12,0,2,8,60
Chicken,Creamy Butter Chicken 6" Personal Pan Pizza®,1 pizza,248,600,22,6,0,35,790,76,4,6,26,2,50,25,120
Chicken,Creamy Butter Chicken 9" Small Pan,1 slice = 1/6 pizza,82,190,7,2,0,15,270,23,1,2,9,0,25,8,35
Chicken,Creamy Butter Chicken 12" Medium Pan,1 slice = 1/8 pizza,110,260,10,3,0,20,370,31,2,3,12,2,30,10,50
Chicken,Creamy Butter Chicken 14" Large Pan,1 slice = 1/12 pizza,102,240,9,3,0,15,350,29,1,3,11,2,25,10,35
Chicken,Creamy Butter Chicken 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,89,220,7,3,0,20,480,28,1,3,12,2,30,15,10
Chicken,Creamy Butter Chicken 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,83,210,7,3,0,15,450,27,1,3,11,2,25,10,10
Chicken,Creamy Butter Chicken 12" Medium Stuffed Crust,1 slice = 1/8 pizza,125,270,10,5,0,35,540,26,1,2,17,2,30,25,10
Chicken,Creamy Butter Chicken 14" Large Stuffed Crust,1 slice = 1/12 pizza,111,230,9,5,0,30,470,23,1,2,15,2,30,20,8
Chicken,Creamy Butter Chicken 12" Medium Homestyle,1 slice = 1/8 pizza,106,220,8,3,0,20,400,26,1,2,12,2,30,15,10
Chicken,Creamy Butter Chicken 14" Large Homestyle,1 slice = 1/12 pizza,95,190,7,3,0,15,360,23,1,2,11,2,30,10,8
Chicken,Creamy Butter Chicken Panormous,1 slice = 1/16 pizza,108,260,10,3,0,15,360,31,2,3,12,2,30,10,50
Chicken,BBQ Chicken 6" Personal Pan Pizza®,1 pizza,209,550,18,4,0.1,25,890,81,4,12,20,4,25,10,150
Chicken,BBQ Chicken 9" Small Pan,1 slice = 1/6 pizza,70,180,6,2,0.1,10,300,25,1,4,8,2,10,6,45
Chicken,BBQ Chicken 12" Medium Pan,1 slice = 1/8 pizza,92,250,9,3,0.1,15,430,34,2,6,10,2,15,8,60
Chicken,BBQ Chicken 14" Large Pan,1 slice = 1/12 pizza,86,230,8,3,0.1,15,390,31,1,5,9,2,10,8,60
Chicken,BBQ Chicken 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,75,210,6,3,0.1,15,540,31,1,6,10,2,15,8,15
Chicken,BBQ Chicken 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,70,200,5,2,0.1,15,490,29,1,5,9,2,10,8,15
Chicken,BBQ Chicken 12" Medium Stuffed Crust,1 slice = 1/8 pizza,108,260,9,5,0.3,30,600,29,1,5,15,6,15,20,15
Chicken,BBQ Chicken 14" Large Stuffed Crust,1 slice = 1/12 pizza,98,230,8,4,0.2,25,510,25,1,5,13,6,15,15,10
Chicken,BBQ Chicken 12" Medium Homestyle,1 slice = 1/8 pizza,90,210,6,3,0.2,15,460,29,1,5,10,2,15,8,15
Chicken,BBQ Chicken 14" Large Homestyle,1 slice = 1/12 pizza,82,180,5,2,0.2,15,400,25,1,5,9,2,15,8,15
Chicken,BBQ Chicken Panormous,1 slice = 1/16 pizza,109,260,10,3,0.1,20,450,34,2,6,11,2,15,8,60
Chicken,Grilled Chicken Arrabbiatta 6" Personal Pan Pizza®,1 pizza,244,600,23,6,0,35,750,74,4,4,27,2,70,25,120
Chicken,Grilled Chicken Arrabbiatta 9" Small Pan,1 slice = 1/6 pizza,78,190,7,2,0,15,260,23,1,1,9,0,30,8,35
Chicken,Grilled Chicken Arrabbiatta 12" Medium Pan,1 slice = 1/8 pizza,104,260,10,3,0,20,350,31,2,2,12,2,35,10,50
Chicken,Grilled Chicken Arrabbiatta 14" Large Pan,1 slice = 1/12 pizza,96,240,9,3,0,15,320,28,2,2,11,0,35,10,45
Chicken,Grilled Chicken Arrabbiatta 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,86,220,7,3,0,20,460,28,2,2,12,2,35,15,10
Chicken,Grilled Chicken Arrabbiatta 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,80,210,6,3,0,15,430,26,1,2,11,2,35,10,10
Chicken,Grilled Chicken Arrabbiatta 12" Medium Stuffed Crust,1 slice = 1/8 pizza,119,260,10,5,0,35,520,26,1,1,17,0,40,25,10
Chicken,Grilled Chicken Arrabbiatta 14" Large Stuffed Crust,1 slice = 1/12 pizza,110,230,9,5,0,30,450,22,1,1,15,0,35,20,8
Chicken,Grilled Chicken Arrabbiatta 12" Medium Homestyle,1 slice = 1/8 pizza,121,220,7,3,0,20,390,26,1,1,12,0,35,15,10
Chicken,Grilled Chicken Arrabbiatta 14" Large Homestyle,1 slice = 1/12 pizza,93,190,6,3,0,15,340,22,1,1,11,0,35,10,8
Chicken,Grilled Chicken Arrabbiatta Panormous,1 slice = 1/16 pizza,121,250,10,3,0,15,350,31,2,2,12,2,35,10,50
Chicken,Grilled Chicken Rustico 6" Personal Pan Pizza®,1 pizza,230,600,23,6,0,35,750,73,4,3,27,2,60,25,120
Chicken,Grilled Chicken Rustico 9" Small Pan,1 slice = 1/6 pizza,74,190,7,2,0,15,260,23,1,1,9,0,25,8,35
Chicken,Grilled Chicken Rustico 12" Medium Pan,1 slice = 1/8 pizza,95,250,10,3,0,20,350,30,2,1,12,0,30,10,50
Chicken,Grilled Chicken Rustico 14" Large Pan,1 slice = 1/12 pizza,90,230,9,3,0,15,320,28,2,1,11,0,30,10,45
Chicken,Grilled Chicken Rustico 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,78,220,7,3,0,20,460,28,1,2,12,0,30,15,10
Chicken,Grilled Chicken Rustico 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,74,200,6,3,0,15,430,26,1,1,11,0,30,10,10
Chicken,Grilled Chicken Rustico 12" Medium Stuffed Crust,1 slice = 1/8 pizza,113,260,10,5,0,35,520,25,1,1,17,0,30,25,10
Chicken,Grilled Chicken Rustico 14" Large Stuffed Crust,1 slice = 1/12 pizza,101,230,9,5,0,30,450,22,1,1,15,0,30,20,8
Chicken,Grilled Chicken Rustico 12" Medium Homestyle,1 slice = 1/8 pizza,95,210,7,3,0,20,390,25,1,1,12,0,30,15,10
Chicken,Grilled Chicken Rustico 14" Large Homestyle,1 slice = 1/12 pizza,86,190,6,3,0,15,340,22,1,1,11,0,30,10,8
Chicken,Grilled Chicken Rustico Panormous,1 slice = 1/16 pizza,110,250,9,3,0,15,350,30,2,1,12,0,30,10,50
Veggie,Veggie Lover's® 6" Personal Pan Pizza®,1 pizza,238,570,21,6,0.3,25,610,74,4,4,23,4,30,20,150
Veggie,Veggie Lover's® 9" Small Pan,1 slice = 1/6 pizza,78,180,7,2,0.1,10,210,23,1,2,8,2,10,8,45
Veggie,Veggie Lover's® 12" Medium Pan,1 slice = 1/8 pizza,107,250,9,3,0.1,15,290,31,2,2,11,4,15,10,60
Veggie,Veggie Lover's® 14" Large Pan,1 slice = 1/12 pizza,98,230,9,3,0.1,15,270,28,2,2,10,2,15,10,60
Veggie,Veggie Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,85,210,6,3,0.1,15,410,28,1,2,10,4,15,10,15
Veggie,Veggie Lover's® 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,82,200,6,3,0.1,15,380,26,1,2,9,2,15,10,15
Veggie,Veggie Lover's® 12" Medium Stuffed Crust,1 slice = 1/8 pizza,129,280,11,6,0.3,35,500,26,1,2,18,8,20,25,15
Veggie,Veggie Lover's® 14" Large Stuffed Crust,1 slice = 1/12 pizza,116,240,10,5,0.3,30,430,23,1,1,16,6,15,25,10
Veggie,Veggie Lover's® 12" Medium Homestyle,1 slice = 1/8 pizza,104,210,7,3,0.2,15,330,26,1,2,10,4,20,10,15
Veggie,Veggie Lover's® 14" Large Homestyle,1 slice = 1/12 pizza,94,180,6,3,0.2,15,290,22,1,2,9,2,15,10,10
Veggie,Veggie Lover's® Panormous,1 slice = 1/16 pizza,121,240,9,3,0.1,15,290,31,2,2,10,4,15,10,60
Veggie,Greek 6" Personal Pan Pizza®,1 pizza,243,580,22,7,0.3,25,930,74,4,3,21,6,8,15,150
Veggie,Greek 9" Small Pan,1 slice = 1/6 pizza,77,170,7,2,0.1,10,290,22,1,1,7,2,4,6,45
Veggie,Greek 12" Medium Pan,1 slice = 1/8 pizza,109,250,10,3,0.1,15,420,30,2,2,10,4,4,8,60
Veggie,Greek 14" Large Pan,1 slice = 1/12 pizza,100,230,9,3,0.1,10,390,28,2,2,9,4,4,8,60
Veggie,Greek 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,88,210,7,3,0.1,15,540,28,2,2,9,4,4,10,15
Veggie,Greek 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,81,200,6,3,0.1,10,500,26,1,2,8,4,4,8,15
Veggie,Greek 12" Medium Stuffed Crust,1 slice = 1/8 pizza,166,340,13,7,0.4,40,790,34,2,2,19,10,8,25,15
Veggie,Greek 14" Large Stuffed Crust,1 slice = 1/12 pizza,163,330,13,7,0.4,35,780,33,2,2,19,10,8,25,15
Veggie,Greek 12" Medium Homestyle,1 slice = 1/8 pizza,105,210,7,3,0.2,15,460,26,1,1,9,4,6,10,10
Veggie,Greek 14" Large Homestyle,1 slice = 1/12 pizza,92,180,6,3,0.2,15,410,22,1,1,8,4,6,8,10
Veggie,Greek Panormous,1 slice = 1/16 pizza,108,240,9,3,0.1,15,420,30,2,2,9,4,4,8,60
Veggie,Margherita 6" Personal Pan Pizza®,1 pizza,201,580,23,7,0.0,30,730,73,4,4,24,8,10,25,120
Veggie,Margherita 9" Small Pan,1 slice = 1/6 pizza,60,170,7,3,0.0,10,160,20,1,1,7,2,4,10,8
Veggie,Margherita 12" Medium Pan,1 slice = 1/8 pizza,86,250,10,4,0.0,15,320,30,2,1,11,0,4,15,50
Veggie,Margherita 14" Large Pan,1 slice = 1/12 pizza,80,230,9,3,0.0,15,290,27,1,1,10,0,4,10,45
Veggie,Margherita 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,68,210,7,3,0.0,15,440,27,1,1,10,2,4,15,10
Veggie,Margherita 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,63,200,7,3,0.0,15,410,25,1,1,10,2,4,15,10
Veggie,Margherita 12" Medium Stuffed Crust,1 slice = 1/8 pizza,101,250,10,5,0.0,30,480,25,1,1,16,0,6,25,10
Veggie,Margherita 14" Large Stuffed Crust,1 slice = 1/12 pizza,98,220,9,5,0.0,25,420,21,1,1,14,0,4,20,8
Veggie,Margherita 12" Medium Homestyle,1 slice = 1/8 pizza,86,210,8,3,0.0,15,360,25,1,1,10,0,6,15,10
Veggie,Margherita 14" Large Homestyle,1 slice = 1/12 pizza,76,180,7,3,0.0,15,320,21,1,1,9,0,4,15,8
Veggie,Margherita Panormous,1 slice = 1/16 pizza,96,250,10,4,0.2,15,320,29,1,1,11,2,4,10,60
Cheese,Cheese Lover's® 6" Personal Pan Pizza®,1 pizza,213,650,28,10,0.4,45,770,72,3,2,29,2,4,30,150
Cheese,Cheese Lover's® 9" Small Pan,1 slice = 1/6 pizza,68,210,9,3,0.2,15,260,22,1,1,10,2,2,10,45
Cheese,Cheese Lover's® 12" Medium Pan,1 slice = 1/8 pizza,94,280,12,5,0.2,25,370,30,1,1,13,2,2,15,60
Cheese,Cheese Lover's® 14" Large Pan,1 slice = 1/12 pizza,88,260,12,5,0.2,20,350,27,1,1,13,2,2,15,60
Cheese,Cheese Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,75,250,10,5,0.2,25,480,27,1,1,13,2,2,15,15
Cheese,Cheese Lover's® 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,71,230,9,4,0.2,20,450,25,1,1,12,2,2,15,15
Cheese,Cheese Lover's® 12" Medium Stuffed Crust,1 slice = 1/8 pizza,109,290,13,7,0.4,40,540,25,1,1,18,6,4,25,15
Cheese,Cheese Lover's® 14" Large Stuffed Crust,1 slice = 1/12 pizza,99,260,12,6,0.3,35,480,22,1,1,16,6,4,25,10
Cheese,Cheese Lover's® 12" Medium Homestyle,1 slice = 1/8 pizza,91,240,10,5,0.3,25,410,25,1,1,13,2,4,15,15
Cheese,Cheese Lover's® 14" Large Homestyle,1 slice = 1/12 pizza,84,220,9,5,0.3,20,360,21,1,1,12,2,4,15,10
Cheese,Cheese Lover's® Panormous,1 slice = 1/16 pizza,107,280,12,5,0.2,20,360,30,1,1,13,2,2,15,60
Cheese,Cheese Only 6" Personal Pan Pizza®,1 pizza,195,610,25,9,0.4,40,700,72,3,2,28,2,2,30,150
Cheese,Cheese Only 9" Small Pan,1 slice = 1/6 pizza,61,190,8,3,0.1,15,230,22,1,1,9,2,2,10,45
Cheese,Cheese Only 12" Medium Pan,1 slice = 1/8 pizza,85,260,11,4,0.2,20,330,30,1,1,12,2,2,15,60
Cheese,Cheese Only 14" Large Pan,1 slice = 1/12 pizza,79,240,10,4,0.2,20,310,27,1,1,12,2,2,15,60
Cheese,Cheese Only 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,66,230,8,4,0.2,20,440,27,1,1,12,2,2,15,15
Cheese,Cheese Only 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,62,210,8,4,0.2,20,410,25,1,1,11,2,2,15,15
Cheese,Cheese Only 12" Medium Stuffed Crust,1 slice = 1/8 pizza,100,270,11,6,0.3,35,500,25,1,1,17,6,4,25,10
Cheese,Cheese Only 14" Large Stuffed Crust,1 slice = 1/12 pizza,90,240,10,5,0.3,30,430,21,1,1,16,6,4,25,10
Cheese,Cheese Only 12" Medium Homestyle,1 slice = 1/8 pizza,80,220,9,4,0.3,20,360,25,1,1,12,2,4,15,10
Cheese,Cheese Only 14" Large Homestyle,1 slice = 1/12 pizza,75,200,8,4,0.2,20,320,21,1,1,11,2,4,15,10
Cheese,Cheese Only Panormous,1 slice = 1/16 pizza,96,260,11,4,0.2,20,320,29,1,1,12,2,2,15,60
Cheese,Poutine Pizza 6" Personal Pan Pizza®,1 pizza,235,690,30,9,0.5,45,940,82,4,2,25,0,0,35,120
Cheese,Poutine Pizza 9" Small Pan,1 slice = 1/6 pizza,76,220,10,3,0,15,310,25,1,0,8,0,0,10,35
Cheese,Poutine Pizza 12" Medium Pan,1 slice = 1/8 pizza,107,300,14,5,0,20,450,34,2,1,11,0,0,15,50
Cheese,Poutine Pizza 14" Large Pan,1 slice = 1/12 pizza,106,300,14,5,0,20,470,34,2,1,11,0,0,15,45
Cheese,Poutine Pizza 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,85,270,11,5,0,20,560,32,1,1,11,0,0,15,10
Cheese,Poutine Pizza 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,87,270,11,5,0,20,570,32,2,1,11,0,0,15,10
Cheese,Poutine Pizza 12" Medium Stuffed Crust,1 slice = 1/8 pizza,122,310,14,7,0,35,620,29,1,0,16,0,2,30,10
Cheese,Poutine Pizza 14" Large Stuffed Crust,1 slice = 1/12 pizza,115,290,14,6,0,35,600,28,1,0,15,0,2,25,10
Cheese,Poutine Pizza 12" Medium Homestyle,1 slice = 1/8 pizza,103,260,11,5,0,20,480,29,1,0,11,0,2,20,10
