Category,Item,Serving Size,Weight (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Cheese,Poutine Pizza 14" Large Homestyle,1 slice = 1/12 pizza,99,250,11,5,0,20,480,28,1,0,10,0,2,15,10
Cheese,Poutine Pizza Panormous,1 slice = 1/16 pizza,116,330,15,6,0,30,490,35,2,1,14,0,0,20,50
Cheese,Gluten Free Crust Pepperoni Pizza,1 pizza,361,1060,45,20,1.0,85,1820,126,5,9,38,0,30,50,8
Meat,Donair Pizza's 6" Personal Pan Pizza®,1 pizza,225,540,19,5,0.2,20,540,77,4,7,18,2,4,10,160
Meat,Donair Pizza's 9" Small Pan,1 slice = 1/6 pizza,76,180,7,2,0.1,10,190,23,1,2,7,0,2,4,45
Meat,Donair Pizza's 12" Medium Pan,1 slice = 1/8 pizza,103,250,10,3,0.1,15,260,31,2,3,10,2,2,8,60
Meat,Donair Pizza's 14" Large Pan,1 slice = 1/12 pizza,96,230,9,3,0.1,15,250,29,1,3,9,0,2,6,60
Meat,Donair Pizza's 12" Medium Thin 'N Crispy®,1 slice = 1/8 pizza,82,210,7,3,0.1,15,370,29,1,3,9,2,2,8,15
Meat,Donair Pizza's 14" Large Thin 'N Crispy®,1 slice = 1/12 pizza,77,200,7,3,0.1,15,360,27,1,3,9,0,2,8,15
Meat,Donair Pizza's 12" Medium Stuffed Crust,1 slice = 1/8 pizza,92,190,9,5,0.2,30,350,15,1,3,12,6,4,20,8
Meat,Donair Pizza's 14" Large Stuffed Crust,1 slice = 1/12 pizza,97,210,9,5,0.2,25,350,20,1,3,12,4,4,15,10
Meat,Donair Pizza's 12" Medium Homestyle,1 slice = 1/8 pizza,73,150,7,3,0.2,15,220,15,1,3,7,2,4,8,8
Meat,Donair Pizza's 14" Large Homestyle,1 slice = 1/12 pizza,81,170,7,3,0.2,15,240,20,1,3,8,0,4,8,10
Meat,Donair Pizza's Panormous,1 slice = 1/8 pizza,103,250,10,3,0.1,15,260,31,2,3,10,2,2,8,60
P'zone,P'zone Pepperoni,1/2 Calzone,193,700,24,9,0.5,40,650,92,4,4,28,0,0,25,50
P'zone,P'zone Meat Lovers,1/2 Calzone,202,730,26,10,0.5,55,780,93,4,4,32,0,0,25,50
P'zone,P'zone Canadian,1/2 Calzone,215,730,26,10,0.4,55,820,93,4,4,32,0,0,25,50
Kids' Menu,Cheese 6" Pan Pizza®,1 pizza,170,510,16,8,0,40,730,64,4,5,28,2,0,35,30
Kids' Menu,Pepperoni 6" Pan Pizza®,1 pizza,166,510,17,7,0,40,790,61,4,5,25,2,0,25,30
Kids' Menu,Hawaiian 6" Pan Pizza®,1 pizza,234,650,25,9,0.4,45,810,77,4,7,30,2,2,30,150
Kids' Menu,Veggie Lovers 6" Pan Pizza®,1 pizza,238,570,21,6,0.3,25,610,74,4,4,23,4,30,20,150
Kids' Menu,Fettuccini Alfredo Pasta,1 order,241,400,17,5,0.4,25,930,47,2,4,13,8,2,15,25
Kids' Menu,Mac N' Cheese,1 order,251,520,27,15,1,60,1170,45,2,5,25,10,2,40,20
Kids' Menu,Spaghetti with Meat Sauce,1 order,257,400,14,5,0.2,35,800,50,3,7,18,4,20,10,50
Kids' Menu,Boneless Bites with Honey BBQ Sauce,5 pieces,174,500,18,2,0.1,45,1620,65,2,35,17.5,2,8,4,16
Kids' Menu,Boneless Bites with Honey Garlic Sauce,5 pieces,144,420,18,2,0.1,45,1210,48,1,25,17,2,2,2,12
Kids' Menu,Celery Sticks,1 order,122,35,0,0,0,0,90,9,3,4,1,0,8,4,2
Kids' Menu,Garlic Bread,1 piece,40,120,5,1,0,0,230,17,1,1,3,0,0,2,8
Kids' Menu,Crispy Potato Wedges,1 order,170,350,17,5,0,0,720,44,5,0,4,0,8,2,6
Kids' Menu,Caesar Salad with Dressing,side,149,260,19,5,0.3,25,690,12,2,1,8,8,35,15,15
Kids' Menu,Italian House Salad with Low Fat Raspberry Dressing,side,152,45,1,0,0,0,45,6,2,4,2,0,30,2,8
Desserts,Brownie,1 piece,80,250,9,5,0.2,20,600,28,2,2,13,6,6,20,15
Desserts,Triple Chocolate Brownie,1/12 piece,40,170,7,2,0.1,15,40,25,1,17,2,0,0,0,10
Desserts,Cinnaparts®,1/4 piece,18,58,1,0,0,0,55,11,0,4,1,0,0,1,4
Desserts,Caramel Chocolate Lava Cake,1 slice,165,630,32,13,0.1,5,280,79,3,56,9,2,2,8,30
Desserts,Sky High Cheesecake,1 slice 247g,,820,57,34,1.5,265,980,65,2,54,13,4,0,15,6
Desserts,Chocolate Fudge Cake,1 slice 215g,,730,27,8,0,45,630,123,5,91,8,2,0,8,220
Desserts,Whipped Topping,2 Tbs 8g,,25,2,2,0,0,0,2,0,1,0,0,0,0,0
Desserts,Strawberry Sauce,30 ml,30,70,0,0,0,0,10,18,0,17,0.1,0,50,0,0
Desserts,Hershey's Chipits Chocolate Chip Cookie,1 slice 40g,,180,9,4,0.1,15,125,26,1,17,2,8,0,0,6
Desserts,Cinnabon,1 roll 29g,,90,4,2,0,0,85,13,0,6,2,0,0,16,0
Pastas,Buffet Cavatini Veggie with Dry Rotini,1/6 pan 157g,,200,6,4,0,20,420,24,0,4,12,4,20,15,8
Pastas,Buffet Cavatini Veggie with IQF Rotini,1/6 pan 157g,,200,6,4,0,20,420,24,0,4,12,4,20,15,8
Pastas,Buffet Cavatini Cheese with Dry Rotini,1/6 pan 159g,,230,8,5,0,25,460,24,2,4,15,4,15,20,8
Pastas,Buffet Cavatini Cheese with IQF Rotini,1/6 pan 159g,,230,8,5,0,25,460,24,2,4,15,4,15,20,8
Pastas,Buffet Cavatini Pepperoni with Dry Rotini,1/6 pan 157g,,230,9,5,0,25,490,24,3,4,14,4,15,15,10
Pastas,Buffet Cavatini Pepperoni with IQF Rotini,1/6 pan 157g,,230,9,5,0,25,490,24,3,4,14,4,15,15,10
Pastas,Buffet Cavatini Beef Bacon and Tomato Dry Rotini,1/6 pan 174g,,240,9,5,0,30,560,25,3,4,16,4,15,15,10
Pastas,Buffet Cavatini Beef Bacon and Tomato IQF Rotini,1/6 pan 174g,,240,9,5,0,30,560,25,3,4,16,4,15,15,10
Pastas,Buffet Cavatini Pork and Bacon Dry Rotini,1/6 pan 160g,,230,8,4,0,25,490,24,3,4,14,4,15,15,10
Pastas,Buffet Cavatini Pork and Bacon IQF Rotini,1/6 pan 160g,,230,8,4,0,25,490,24,3,4,14,4,15,15,10
Salad,Buffet Pasta Salad Dry Rotini Ranch,1/6 pan 182g,,350,17,3,0,15,330,39,3,5,9,2,15,6,15
Salad,Buffet Pasta Salad IQF Rotini Ranch,1/6 pan 182g,,350,17,3,0,15,330,39,3,5,9,2,15,6,15
Salad,Buffet Pasta Salad Dry Rotini Italian,1/6 pan 182g,,380,20,4,0,5,260,42,3,6,9,2,15,6,15
Salad,Buffet Pasta Salad IQF Rotini Italian,1/6 pan 182g,,380,20,4,0,5,260,42,3,6,9,2,15,6,15
Salad,Buffet Caesar Salad,1/10 bowl 267g,,520,43,8,0,45,1430,26,4,3,8,2,50,15,25
Salad,Buffet Green Salad Ranch Dressing,1/10 bowl 372g,,440,41,6,1,35,740,11,5,3,6,0,100,10,25
Salad,Buffet Green Salad Sweet Italian Dressing,1/10 bowl 372g,,530,47,7,0,5,570,19,6,6,5,0,100,10,25
Salad,Buffet Green Salad French Dressing,1/10 bowl 372g,,420,34,5,0,0,790,22,6,12,5,6,100,10,25
Meat,Italian Classic 12" Medium Pan,1 slice = 1/12 pizza,78,190,9,3,0,15,260,20,1,1,8,4,20,8,40
Meat,Italian Classic 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,63,170,7,3,0,20,340,19,1,1,8,4,20,8,10
Meat,Italian Classic 12" Medium Homestyle,1 slice = 1/12 pizza,75,170,7,3,0,20,290,17,1,1,8,4,20,8,10
Meat,Canadian 12" Medium Pan,1 slice = 1/12 pizza,73,190,9,3,0,15,300,20,1,1,9,2,2,8,40
Meat,Canadian 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,58,170,7,3,0,15,370,18,1,1,9,2,2,8,10
Meat,Canadian 12" Medium Homestyle,1 slice = 1/12 pizza,70,160,7,3,0,15,320,17,1,1,9,2,4,8,8
Meat,Triple Crown® 12" Medium Pan,1 slice = 1/12 pizza,72,170,7,3,0,10,220,20,1,1,8,2,10,8,40
Meat,Triple Crown® 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,58,150,5,3,0,10,300,18,1,1,7,2,10,8,10
Meat,Triple Crown® 12" Medium Homestyle,1 slice = 1/12 pizza,70,150,6,3,0,10,250,17,1,1,7,2,10,8,8
Meat,Hawaiian 12" Medium Pan,1 slice = 1/12 pizza,75,190,8,3,0,15,200,22,1,2,9,0,2,10,10
Meat,Hawaiian 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,63,160,6,3,0,15,340,19,1,2,9,2,2,10,10
Meat,Hawaiian 12" Medium Homestyle,1 slice = 1/12 pizza,70,140,5,2,0,10,260,18,1,2,7,2,2,8,8
Meat,Pepperoni Lover's® 12" Medium Pan,1 slice = 1/12 pizza,73,210,10,4,0,20,290,20,1,1,10,2,2,10,40
Meat,Pepperoni Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,58,180,8,4,0,20,370,18,1,1,9,2,2,10,10
Meat,Pepperoni Lover's® 12" Medium Homestyle,1 slice = 1/12 pizza,70,180,9,4,0,20,320,17,1,0,10,2,2,10,10
Meat,Meat Lover's® 12" Medium Pan,1 slice = 1/12 pizza,78,210,10,4,0,25,330,20,1,1,10,2,2,8,45
Meat,Meat Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,64,190,8,4,0,25,410,18,1,1,10,2,2,8,10
Meat,Meat Lover's® 12" Medium Homestyle,1 slice = 1/12 pizza,75,190,9,4,0,25,360,17,1,1,10,2,2,8,10
Meat,Smokey Maple Bacon 12" Medium Pan,1 slice = 1/12 pizza,62,160,7,2,0,10,230,19,1,0,6,0,0,4,40
Meat,Smokey Maple Bacon 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,48,140,5,2,0,10,310,17,1,1,6,0,0,4,10
Meat,Smokey Maple Bacon 12" Medium Homestyle,1 slice = 1/12 pizza,60,140,5,2,0,10,260,16,0,0,6,0,2,4,8
Meat,Supreme Lover's™ 12" Medium Pan,1 slice = 1/12 pizza,80,200,9,3,0,20,300,20,1,1,10,2,4,8,45
Meat,Supreme Lover's™ 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,66,180,7,3,0,20,380,19,1,1,9,2,4,8,10
Meat,Supreme Lover's™ 12" Medium Homestyle,1 slice = 1/12 pizza,77,170,8,3,0,20,320,17,1,1,10,2,6,8,10
Meat,Pepperoni Only 12" Medium Pan,1 slice = 1/12 pizza,63,180,8,3,0,15,240,19,1,1,8,0,2,8,40
Meat,Pepperoni Only 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,48,160,6,3,0,15,310,18,1,1,8,0,2,8,10
Meat,Pepperoni Only 12" Medium Homestyle,1 slice = 1/12 pizza,60,150,7,3,0,15,260,16,1,0,8,0,2,8,8
Meat,Super Supreme 12" Medium Pan,1 slice = 1/12 pizza,78,200,9,3,0,20,300,20,1,1,9,2,4,8,40
Meat,Super Supreme 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,64,170,7,3,0,20,410,18,1,1,9,2,4,8,10
Meat,Super Supreme 12" Medium Homestyle,1 slice = 1/12 pizza,75,170,7,3,0,20,320,17,1,1,9,2,6,8,10
Chicken,Chicken Lover's™ 12" Medium Pan,1 slice = 1/12 pizza,75,170,6,2,0,10,230,20,1,1,8,2,8,8,40
Chicken,Chicken Lover's™ 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,61,140,5,2,0,10,300,18,1,1,8,2,8,8,10
Chicken,Chicken Lover's™ 12" Medium Homestyle,1 slice = 1/12 pizza,73,140,5,2,0,10,250,17,1,1,8,2,8,8,8
Chicken,Chicken Caesar 12" Medium Pan,1 slice = 1/12 pizza,67,180,8,2,0,15,310,20,1,1,8,0,0,6,40
Chicken,Chicken Caesar 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,53,150,6,2,0,15,380,18,1,1,8,0,0,6,10
Chicken,Chicken Caesar 12" Medium Homestyle,1 slice = 1/12 pizza,64,150,6,2,0,15,330,16,1,0,8,0,2,6,8
Chicken,Creamy Butter Chicken 12" Medium Pan,1 slice = 1/12 pizza,73,170,7,2,0,10,250,21,1,2,8,0,20,8,30
Chicken,Creamy Butter Chicken 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,59,150,5,2,0,10,320,19,1,2,8,0,20,8,8
Chicken,Creamy Butter Chicken 12" Medium Homestyle,1 slice = 1/12 pizza,71,150,5,2,0,15,270,17,1,2,8,0,20,8,6
Chicken,BBQ Chicken 12" Medium Pan,1 slice = 1/12 pizza,70,170,6,2,0,10,290,22,1,4,7,2,8,6,40
Chicken,BBQ Chicken 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,56,140,4,2,0,10,360,21,1,4,6,2,8,6,10
Chicken,BBQ Chicken 12" Medium Homestyle,1 slice = 1/12 pizza,66,140,4,2,0,10,310,19,1,4,7,2,10,6,8
Chicken,Grilled Chicken Arrabbiatta 12" Medium Pan,1 slice = 1/12 pizza,78,180,7,3,0,10,170,21,1,1,8,2,25,8,8
Chicken,Grilled Chicken Arrabbiatta 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,66,150,5,2,0,10,310,19,1,1,8,0,25,8,8
Chicken,Grilled Chicken Arrabbiatta 12" Medium Homestyle,1 slice = 1/12 pizza,77,140,5,2,0,10,260,17,1,1,8,0,25,8,6
Chicken,Grilled Chicken Rustico 12" Medium Pan,1 slice = 1/12 pizza,75,170,6,2,0,10,230,20,1,1,8,0,20,8,30
Chicken,Grilled Chicken Rustico 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,76,250,10,4,0.2,25,550,27,1,1,13,2,4,10,15
Chicken,Grilled Chicken Rustico 12" Medium Homestyle,1 slice = 1/12 pizza,72,140,5,2,0,10,260,17,1,1,8,0,20,8,6
Veggie,Veggie Lover's® 12" Medium Pan,1 slice = 1/12 pizza,81,160,6,2,0,10,200,20,1,1,7,2,10,8,40
Veggie,Veggie Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,67,140,4,2,0,10,270,19,1,1,7,2,10,8,10
Veggie,Veggie Lover's® 12" Medium Homestyle,1 slice = 1/12 pizza,79,140,5,2,0,10,220,17,1,1,7,2,10,8,8
Veggie,Greek 12" Medium Pan,1 slice = 1/12 pizza,73,160,6,2,0,10,280,20,1,1,6,2,4,6,40
Veggie,Greek 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,59,140,5,2,0,10,360,19,1,1,6,2,4,6,10
Veggie,Greek 12" Medium Homestyle,1 slice = 1/12 pizza,70,140,5,2,0,10,310,17,1,1,6,2,4,6,8
Veggie,Margherita 12" Medium Pan,1 slice = 1/12 pizza,52,140,5,2,0,10,290,18,1,1,7,0,2,10,8
Veggie,Margherita 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,52,140,5,2,0,10,290,18,1,1,7,0,2,10,8
Veggie,Margherita 12" Medium Homestyle,1 slice = 1/12 pizza,64,140,5,2,0,10,240,17,1,1,7,0,4,10,6
Cheese,Cheese Lover's® 12" Medium Pan,1 slice = 1/12 pizza,72,190,8,3,0,15,250,20,1,1,9,2,2,10,40
Cheese,Cheese Lover's® 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,58,160,6,3,0,15,320,18,1,1,9,2,2,10,10
Cheese,Cheese Lover's® 12" Medium Homestyle,1 slice = 1/12 pizza,70,160,7,3,0,15,270,17,1,1,9,2,2,10,8
Cheese,Cheese Only 12" Medium Pan,1 slice = 1/12 pizza,65,180,7,3,0,15,220,20,1,1,8,2,2,10,40
Cheese,Cheese Only 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,51,150,5,3,0,15,290,18,1,1,8,2,2,10,10
Cheese,Cheese Only 12" Medium Homestyle,1 slice = 1/12 pizza,63,150,6,3,0,15,240,16,1,0,8,2,2,10,8
Cheese,Poutine Pizza 12" Medium Pan,1 slice = 1/12 pizza,71,200,9,3,2,15,300,23,1,0,8,21,0,113,6
Cheese,Poutine Pizza 12" Medium Thin 'N Crispy®,1 slice = 1/12 pizza,57,180,7,3,0,15,370,21,1,0,7,0,0,10,8
Cheese,Poutine Pizza 12" Medium Homestyle,1 slice = 1/12 pizza,69,180,8,3,0,15,320,20,1,0,7,0,2,10,6
Kids' Menu,Kids Spaghetti with Tomato Sauce (with Carrot & Celery Sticks),1 order,368,330,4,2,0,10,631,62,7,14,15,80,40,15,20
Kids' Menu,Kids Spaghetti with Tomato Sauce (with Health Check Italian House Side Salad),1 order,398,340,5,2,0,10,740,60,7,13,16,50,60,15,25
